,latitude,longitude,image_name,country_code,country,continent,region,alpha-2,sub-region
37,-32.31093668,125.1562395,37.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
38,50.07412767,18.82259308,38.png,PL,Poland,Europe,Poland,PL,Eastern Europe
39,-31.88003046,141.7919382,39.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
40,42.29721959,24.92379086,40.png,BG,Bulgaria,Europe,Bulgaria,BG,Eastern Europe
41,-37.78817006,144.2142406,41.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
42,-18.1015108,135.6636376,42.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
43,8.872528612,11.41777784,43.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
44,0.61424489,39.23578178,44.png,KE,Kenya,Africa,Kenya,KE,Sub-Saharan Africa
45,-47.66708386,-67.99612516,45.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
46,51.21399069,34.11921872,46.png,UA,Ukraine,Europe,Ukraine,UA,Eastern Europe
47,-25.86926098,143.3897193,47.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
48,65.78097231,45.03256739,48.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
49,-21.97059913,133.4859638,49.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
50,-0.908052928,-60.51686807,50.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
51,-33.74513013,24.63639357,51.png,ZA,South Africa,Africa,South Africa,ZA,Sub-Saharan Africa
52,-18.22216565,142.8091744,52.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
53,-11.55804735,-51.02835867,53.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
54,-36.49550658,-60.79786056,54.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
55,-10.05753479,-67.96381212,55.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
56,-38.34482905,-68.53479239,56.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
57,-34.69906513,150.6869225,57.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
58,47.44302153,109.7139337,58.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
59,-0.6317656,114.5728442,59.png,ID,Indonesia,Asia,Indonesia,ID,South-eastern Asia
60,61.31526074,13.17819543,60.png,SE,Sweden,Europe,Sweden,SE,Northern Europe
61,-24.94086411,-51.8722132,61.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
62,-13.32046327,-46.57150539,62.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
63,45.28486938,19.13481545,63.png,HR,Croatia,Europe,Croatia,HR,Southern Europe
64,7.008317748,-1.135487356,64.png,GH,Ghana,Africa,Ghana,GH,Sub-Saharan Africa
65,53.94779355,-7.368339321,65.png,IE,Ireland,Europe,Ireland,IE,Northern Europe
66,-31.56551477,23.26475001,66.png,ZA,South Africa,Africa,South Africa,ZA,Sub-Saharan Africa
67,62.26787276,71.5740811,67.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
68,52.7673824,15.70489913,68.png,PL,Poland,Europe,Poland,PL,Eastern Europe
69,-10.13769629,-38.29619025,69.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
70,19.16703741,-90.22266794,70.png,MX,Mexico,North America,Mexico,MX,Latin America and the Caribbean
71,-17.28613568,-47.72384443,71.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
72,45.70617391,113.6875534,72.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
73,74.11044158,-57.04101478,73.png,GL,Greenland,North America,Greenland,GL,Northern America
74,-28.92102237,-56.09919089,74.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
75,54.12772464,50.38180425,75.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
76,-33.26757068,-66.05035469,76.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
77,61.48971357,152.213058,77.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
78,52.87308704,18.63809217,78.png,PL,Poland,Europe,Poland,PL,Eastern Europe
79,-38.93490392,-63.62099336,79.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
80,-32.06710472,122.4329057,80.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
81,-16.7103883,-40.89586267,81.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
82,45.44176053,27.09637794,82.png,RO,Romania,Europe,Romania,RO,Eastern Europe
83,-37.27810852,-60.85006382,83.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
84,-29.34606998,145.8624103,84.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
85,6.454779668,-74.02551717,85.png,CO,Colombia,South America,Colombia,CO,Latin America and the Caribbean
86,-5.481198587,-36.91136417,86.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
87,15.67148648,80.21530466,87.png,IN,India,Asia,India,IN,Southern Asia
88,-27.95519636,119.4579991,88.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
89,-28.78416214,-49.98234081,89.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
90,-1.109477491,-60.45898496,90.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
91,-5.592944878,-45.15258465,91.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
92,-51.01029846,-71.1768602,92.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
93,62.10722964,117.6362566,93.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
94,51.2865315,19.49078378,94.png,PL,Poland,Europe,Poland,PL,Eastern Europe
95,9.176363313,0.018828959,95.png,GH,Ghana,Africa,Ghana,GH,Sub-Saharan Africa
96,58.7544737,68.94844179,96.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
97,-22.77372312,29.35571295,97.png,ZA,South Africa,Africa,South Africa,ZA,Sub-Saharan Africa
98,-9.939063735,-57.1301069,98.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
99,46.17534472,100.7293926,99.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
100,12.73521981,104.9939208,100.png,KH,Cambodia,Asia,Cambodia,KH,South-eastern Asia
101,52.49800049,43.17354651,101.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
102,53.84231104,20.1475577,102.png,PL,Poland,Europe,Poland,PL,Eastern Europe
103,-31.99212348,145.9754652,103.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
104,61.29312378,48.96903981,104.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
105,47.52462721,118.9518714,105.png,CN,China,Asia,China,CN,Eastern Asia
106,11.16299267,105.9523424,106.png,VN,Viet Nam,Asia,Viet Nam,VN,South-eastern Asia
107,-28.02818617,118.5398961,107.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
108,46.13844488,113.3814388,108.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
109,48.6458887,89.97346669,109.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
110,-13.43818891,-43.16446299,110.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
111,37.35560141,35.5575917,111.png,TR,Turkey,Asia,Turkey,TR,Western Asia
112,0.390192843,36.29981723,112.png,KE,Kenya,Africa,Kenya,KE,Sub-Saharan Africa
113,-2.966587552,-47.64174818,113.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
114,-8.159078757,-63.79235908,114.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
115,-23.44224825,22.55637297,115.png,BW,Botswana,Africa,Botswana,BW,Sub-Saharan Africa
116,-22.56785418,144.4529412,116.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
117,40.11497407,27.90380883,117.png,TR,Turkey,Asia,Turkey,TR,Western Asia
118,-8.141451557,-70.76595729,118.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
119,63.36035032,46.53619806,119.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
120,8.551204198,7.716167787,120.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
121,55.50467763,157.6338917,121.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
122,-27.34715848,148.8961122,122.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
123,-32.42322059,148.9527302,123.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
124,62.57224853,12.57365345,124.png,SE,Sweden,Europe,Sweden,SE,Northern Europe
125,14.29576585,-16.03697872,125.png,SN,Senegal,Africa,Senegal,SN,Sub-Saharan Africa
126,-6.770644238,-51.03334082,126.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
127,-24.97912462,-60.1809635,127.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
128,26.31261702,-104.5467449,128.png,MX,Mexico,North America,Mexico,MX,Latin America and the Caribbean
129,-20.16702312,25.40310216,129.png,BW,Botswana,Africa,Botswana,BW,Sub-Saharan Africa
130,37.76745676,39.42902,130.png,TR,Turkey,Asia,Turkey,TR,Western Asia
131,53.27553356,108.8362107,131.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
132,-23.49646371,-47.46054193,132.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
133,49.35264406,30.566986,133.png,UA,Ukraine,Europe,Ukraine,UA,Eastern Europe
134,1.729011993,-50.87874194,134.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
135,0.045833764,37.21106104,135.png,KE,Kenya,Africa,Kenya,KE,Sub-Saharan Africa
136,-50.56253829,-69.32965153,136.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
137,-33.35791059,142.5727707,137.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
138,-21.79353671,-54.63441743,138.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
139,-16.19484471,-48.07396357,139.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
140,56.12451277,22.5213535,140.png,LT,Lithuania,Europe,Lithuania,LT,Northern Europe
141,-19.62316987,-50.09245238,141.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
142,14.35852801,76.19815623,142.png,IN,India,Asia,India,IN,Southern Asia
143,36.88587343,-3.020766481,143.png,ES,Spain,Europe,Spain,ES,Southern Europe
144,57.72272313,66.23323954,144.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
145,48.42054517,22.28905407,145.png,UA,Ukraine,Europe,Ukraine,UA,Eastern Europe
146,15.84164141,-91.99234813,146.png,MX,Mexico,North America,Mexico,MX,Latin America and the Caribbean
147,8.175055937,8.594919223,147.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
148,-29.9152243,-56.66136478,148.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
149,62.15404846,75.19270501,149.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
150,-28.24485952,148.7574898,150.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
151,-19.87077415,136.2875021,151.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
152,-20.8415217,-53.19772561,152.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
153,-12.49329646,-51.76957931,153.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
154,26.96578599,-106.6727785,154.png,MX,Mexico,North America,Mexico,MX,Latin America and the Caribbean
155,51.24246793,42.67285777,155.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
156,41.39422396,25.40197731,156.png,BG,Bulgaria,Europe,Bulgaria,BG,Eastern Europe
157,10.4733872,-74.75131869,157.png,CO,Colombia,South America,Colombia,CO,Latin America and the Caribbean
158,-54.33855233,-66.7094655,158.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
159,-34.17740252,-66.96243538,159.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
160,56.69404398,21.26261361,160.png,LV,Latvia,Europe,Latvia,LV,Northern Europe
161,43.31875721,143.3826911,161.png,JP,Japan,Asia,Japan,JP,Eastern Asia
162,-31.44640996,-64.12760933,162.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
163,21.04336299,-101.342706,163.png,MX,Mexico,North America,Mexico,MX,Latin America and the Caribbean
164,-21.48183238,146.748875,164.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
165,-29.32061861,-63.81934913,165.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
166,-7.563978179,-49.70098287,166.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
167,42.8826004,140.7783046,167.png,JP,Japan,Asia,Japan,JP,Eastern Asia
168,-10.56618866,-63.62900751,168.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
169,7.379457028,7.622734386,169.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
170,37.79301954,14.29836988,170.png,IT,Italy,Europe,Italy,IT,Southern Europe
171,-23.85353073,-63.28517102,171.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
172,48.55965224,102.1184548,172.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
173,-28.03707441,28.21447163,173.png,ZA,South Africa,Africa,South Africa,ZA,Sub-Saharan Africa
174,-3.1201026,-60.0265781,174.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
175,15.49457982,103.5717052,175.png,TH,Thailand,Asia,Thailand,TH,South-eastern Asia
176,45.80861042,11.67696438,176.png,IT,Italy,Europe,Italy,IT,Southern Europe
177,42.91345211,132.8070358,177.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
178,-5.318964202,-41.58097757,178.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
179,40.68550642,21.81782167,179.png,GR,Greece,Europe,Greece,GR,Southern Europe
180,47.9264433,22.06537697,180.png,HU,Hungary,Europe,Hungary,HU,Eastern Europe
181,-17.22578914,-62.55544152,181.png,BO,"Bolivia, Plurinational State of",South America,"Bolivia, Plurinational State of",BO,Latin America and the Caribbean
182,19.74466974,-89.15973035,182.png,MX,Mexico,North America,Mexico,MX,Latin America and the Caribbean
183,56.72669893,9.577344033,183.png,DK,Denmark,Europe,Denmark,DK,Northern Europe
184,-19.11565075,-47.6946785,184.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
185,67.00750783,56.92086728,185.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
186,-22.13746885,-56.64544974,186.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
187,-28.71205743,25.79856712,187.png,ZA,South Africa,Africa,South Africa,ZA,Sub-Saharan Africa
188,19.05084184,83.63782907,188.png,IN,India,Asia,India,IN,Southern Asia
189,54.0367923,122.3477466,189.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
190,-27.04862554,-50.64093914,190.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
191,-31.22829871,138.4050985,191.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
192,-38.21955946,-64.07052968,192.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
194,-35.16724995,-66.57061974,194.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
195,49.77551294,17.18817128,195.png,CZ,Czechia,Europe,Czechia,CZ,Eastern Europe
196,57.30883863,-5.414668908,196.png,GB,United Kingdom,Europe,United Kingdom,GB,Northern Europe
197,-19.85212582,142.840926,197.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
198,-20.10737137,-53.81223519,198.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
199,-18.50365452,133.8747551,199.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
200,56.96388667,35.01654665,200.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
201,51.16969407,17.07387449,201.png,PL,Poland,Europe,Poland,PL,Eastern Europe
202,6.26341313,81.0695048,202.png,LK,Sri Lanka,Asia,Sri Lanka,LK,Southern Asia
203,-32.37850856,148.9661708,203.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
204,-30.96374472,19.37841716,204.png,ZA,South Africa,Africa,South Africa,ZA,Sub-Saharan Africa
205,-23.69941374,139.6418302,205.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
206,37.50918916,38.22114226,206.png,TR,Turkey,Asia,Turkey,TR,Western Asia
207,-36.82531411,-60.36699088,207.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
208,-5.906991769,-44.07113565,208.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
209,13.08066041,5.266562403,209.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
210,40.78426829,22.47121317,210.png,GR,Greece,Europe,Greece,GR,Southern Europe
211,54.32064575,44.38127492,211.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
212,-7.000584028,112.1287237,212.png,ID,Indonesia,Asia,Indonesia,ID,South-eastern Asia
213,-15.91979708,-51.40767363,213.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
214,40.64434599,34.90338246,214.png,TR,Turkey,Asia,Turkey,TR,Western Asia
215,-31.85459318,-56.50527294,215.png,UY,Uruguay,South America,Uruguay,UY,Latin America and the Caribbean
216,50.77677725,99.52815454,216.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
217,-15.26601144,-40.5992374,217.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
218,43.36302882,132.2458525,218.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
219,-29.43033313,-56.68831675,219.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
220,-28.52178692,117.8058408,220.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
221,46.58814744,106.5450657,221.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
222,-17.41773951,-47.28391556,222.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
223,-7.811990749,-63.18604325,223.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
224,48.245508,17.92272062,224.png,SK,Slovakia,Europe,Slovakia,SK,Eastern Europe
225,-2.758481145,-43.32910971,225.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
226,62.47676786,149.7320448,226.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
227,-30.8805608,20.43974922,227.png,ZA,South Africa,Africa,South Africa,ZA,Sub-Saharan Africa
228,-4.17203237,-46.1326418,228.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
229,55.09909558,68.1881522,229.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
230,-30.45108257,145.3468592,230.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
231,-14.54216774,-56.23251665,231.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
232,23.32311413,77.26877587,232.png,IN,India,Asia,India,IN,Southern Asia
233,-33.27518733,-64.84741087,233.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
234,-12.81410424,-49.89632033,234.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
235,-23.61478294,147.619922,235.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
236,-30.92465725,-69.42423583,236.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
237,-30.85345956,21.85213066,237.png,ZA,South Africa,Africa,South Africa,ZA,Sub-Saharan Africa
238,-23.70268781,-46.24043779,238.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
239,0.781174855,36.01642378,239.png,KE,Kenya,Africa,Kenya,KE,Sub-Saharan Africa
240,20.93513979,-104.5718188,240.png,MX,Mexico,North America,Mexico,MX,Latin America and the Caribbean
241,-18.0768283,-51.03766713,241.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
242,20.17765378,-102.2439546,242.png,MX,Mexico,North America,Mexico,MX,Latin America and the Caribbean
243,24.68014886,-103.2541844,243.png,MX,Mexico,North America,Mexico,MX,Latin America and the Caribbean
244,-22.9091247,22.11392646,244.png,BW,Botswana,Africa,Botswana,BW,Sub-Saharan Africa
245,38.44341279,27.31904002,245.png,TR,Turkey,Asia,Turkey,TR,Western Asia
246,9.227082799,5.635448923,246.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
247,-2.113850988,37.32733291,247.png,KE,Kenya,Africa,Kenya,KE,Sub-Saharan Africa
248,-27.79883739,-50.86263301,248.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
249,-12.24833639,-56.41941138,249.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
250,16.49810204,-14.54946393,250.png,SN,Senegal,Africa,Senegal,SN,Sub-Saharan Africa
251,-8.142069812,-70.28875118,251.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
252,46.03472552,17.68366971,252.png,HU,Hungary,Europe,Hungary,HU,Eastern Europe
253,-30.31559911,135.2932345,253.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
254,28.39256783,-106.9916033,254.png,MX,Mexico,North America,Mexico,MX,Latin America and the Caribbean
255,-6.105986521,-41.78471038,255.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
256,-17.8110555,-63.1785372,256.png,BO,"Bolivia, Plurinational State of",South America,"Bolivia, Plurinational State of",BO,Latin America and the Caribbean
257,-5.300176122,-41.16164097,257.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
258,12.633353,8.424316368,258.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
259,-22.09334504,133.4247502,259.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
260,62.39332598,30.74040346,260.png,FI,Finland,Europe,Finland,FI,Northern Europe
261,50.92458679,23.9969708,261.png,PL,Poland,Europe,Poland,PL,Eastern Europe
262,-31.90783692,-56.70952229,262.png,UY,Uruguay,South America,Uruguay,UY,Latin America and the Caribbean
263,47.39232463,17.0187844,263.png,HU,Hungary,Europe,Hungary,HU,Eastern Europe
264,23.02779669,77.50686386,264.png,IN,India,Asia,India,IN,Southern Asia
265,-15.62515158,-58.79423215,265.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
266,-21.98729064,142.6988012,266.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
267,18.51915518,98.77238509,267.png,TH,Thailand,Asia,Thailand,TH,South-eastern Asia
268,14.42955385,-3.324885623,268.png,ML,Mali,Africa,Mali,ML,Sub-Saharan Africa
269,-26.46503194,119.3953351,269.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
270,-7.567148834,-72.99188004,270.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
271,-40.12884333,-66.02546209,271.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
272,-17.74375049,123.5836312,272.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
273,-51.90749257,-71.40447059,273.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
274,62.58983503,26.33311251,274.png,FI,Finland,Europe,Finland,FI,Northern Europe
275,-5.263186284,-36.66204746,275.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
276,18.03604966,-89.06760665,276.png,BZ,Belize,North America,Belize,BZ,Latin America and the Caribbean
277,-7.216017385,-39.12044548,277.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
278,-16.3119538,-46.51299498,278.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
279,-33.99864712,-60.21801208,279.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
280,39.12547661,42.18766474,280.png,TR,Turkey,Asia,Turkey,TR,Western Asia
281,46.85142859,112.3312244,281.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
282,0.277860404,34.69879359,282.png,KE,Kenya,Africa,Kenya,KE,Sub-Saharan Africa
283,-33.74259564,-54.8510864,283.png,UY,Uruguay,South America,Uruguay,UY,Latin America and the Caribbean
