latitude,longitude,image_name,country_code,country,continent
74.11044158,-57.04101478,74.png,GL,Greenland,North America
-28.92102237,-56.09919089,75.png,BR,Brazil,South America
54.12772464,50.38180425,76.png,RU,Russian Federation,Europe
-33.26757068,-66.05035469,77.png,AR,Argentina,South America
61.48971357,152.213058,78.png,RU,Russian Federation,Europe
52.87308704,18.63809217,79.png,PL,Poland,Europe
-38.93490392,-63.62099336,80.png,AR,Argentina,South America
-32.06710472,122.4329057,81.png,AU,Australia,Oceania
-16.7103883,-40.89586267,82.png,BR,Brazil,South America
45.44176053,27.09637794,83.png,RO,Romania,Europe
-37.27810852,-60.85006382,84.png,AR,Argentina,South America
-29.34606998,145.8624103,85.png,AU,Australia,Oceania
6.454779668,-74.02551717,86.png,CO,Colombia,South America
-5.481198587,-36.91136417,87.png,BR,Brazil,South America
15.67148648,80.21530466,88.png,IN,India,Asia
-27.95519636,119.4579991,89.png,AU,Australia,Oceania
-28.78416214,-49.98234081,90.png,BR,Brazil,South America
-1.109477491,-60.45898496,91.png,BR,Brazil,South America
-5.592944878,-45.15258465,92.png,BR,Brazil,South America
-51.01029846,-71.1768602,93.png,AR,Argentina,South America
62.10722964,117.6362566,94.png,RU,Russian Federation,Europe
51.2865315,19.49078378,95.png,PL,Poland,Europe
9.176363313,0.018828959,96.png,GH,Ghana,Africa
58.7544737,68.94844179,97.png,RU,Russian Federation,Europe
-22.77372312,29.35571295,98.png,ZA,South Africa,Africa
-9.939063735,-57.1301069,99.png,BR,Brazil,South America
46.17534472,100.7293926,100.png,MN,Mongolia,Asia
12.73521981,104.9939208,101.png,KH,Cambodia,Asia
52.49800049,43.17354651,102.png,RU,Russian Federation,Europe
53.84231104,20.1475577,103.png,PL,Poland,Europe
-31.99212348,145.9754652,104.png,AU,Australia,Oceania
61.29312378,48.96903981,105.png,RU,Russian Federation,Europe
47.52462721,118.9518714,106.png,CN,China,Asia
11.16299267,105.9523424,107.png,VN,Viet Nam,Asia
-28.02818617,118.5398961,108.png,AU,Australia,Oceania
46.13844488,113.3814388,109.png,MN,Mongolia,Asia
48.6458887,89.97346669,110.png,MN,Mongolia,Asia
-13.43818891,-43.16446299,111.png,BR,Brazil,South America
37.35560141,35.5575917,112.png,TR,Turkey,Asia
0.390192843,36.29981723,113.png,KE,Kenya,Africa
-2.966587552,-47.64174818,114.png,BR,Brazil,South America
-8.159078757,-63.79235908,115.png,BR,Brazil,South America
-23.44224825,22.55637297,116.png,BW,Botswana,Africa
-22.56785418,144.4529412,117.png,AU,Australia,Oceania
40.11497407,27.90380883,118.png,TR,Turkey,Asia
-8.141451557,-70.76595729,119.png,BR,Brazil,South America
63.36035032,46.53619806,120.png,RU,Russian Federation,Europe
8.551204198,7.716167787,121.png,NG,Nigeria,Africa
55.50467763,157.6338917,122.png,RU,Russian Federation,Europe
-27.34715848,148.8961122,123.png,AU,Australia,Oceania
-32.42322059,148.9527302,124.png,AU,Australia,Oceania
62.57224853,12.57365345,125.png,SE,Sweden,Europe
14.29576585,-16.03697872,126.png,SN,Senegal,Africa
-6.770644238,-51.03334082,127.png,BR,Brazil,South America
-24.97912462,-60.1809635,128.png,AR,Argentina,South America
26.31261702,-104.5467449,129.png,MX,Mexico,North America
-20.16702312,25.40310216,130.png,BW,Botswana,Africa
37.76745676,39.42902,131.png,TR,Turkey,Asia
53.27553356,108.8362107,132.png,RU,Russian Federation,Europe
-23.49646371,-47.46054193,133.png,BR,Brazil,South America
49.35264406,30.566986,134.png,UA,Ukraine,Europe
1.729011993,-50.87874194,135.png,BR,Brazil,South America
0.045833764,37.21106104,136.png,KE,Kenya,Africa
-50.56253829,-69.32965153,137.png,AR,Argentina,South America
-33.35791059,142.5727707,138.png,AU,Australia,Oceania
-21.79353671,-54.63441743,139.png,BR,Brazil,South America
-16.19484471,-48.07396357,140.png,BR,Brazil,South America
56.12451277,22.5213535,141.png,LT,Lithuania,Europe
-19.62316987,-50.09245238,142.png,BR,Brazil,South America
14.35852801,76.19815623,143.png,IN,India,Asia
36.88587343,-3.020766481,144.png,ES,Spain,Europe
57.72272313,66.23323954,145.png,RU,Russian Federation,Europe
48.42054517,22.28905407,146.png,UA,Ukraine,Europe
15.84164141,-91.99234813,147.png,MX,Mexico,North America
8.175055937,8.594919223,148.png,NG,Nigeria,Africa
-29.9152243,-56.66136478,149.png,BR,Brazil,South America
62.15404846,75.19270501,150.png,RU,Russian Federation,Europe
-28.24485952,148.7574898,151.png,AU,Australia,Oceania
-19.87077415,136.2875021,152.png,AU,Australia,Oceania
-20.8415217,-53.19772561,153.png,BR,Brazil,South America
-12.49329646,-51.76957931,154.png,BR,Brazil,South America
26.96578599,-106.6727785,155.png,MX,Mexico,North America
51.24246793,42.67285777,156.png,RU,Russian Federation,Europe
41.39422396,25.40197731,157.png,BG,Bulgaria,Europe
10.4733872,-74.75131869,158.png,CO,Colombia,South America
-54.33855233,-66.7094655,159.png,AR,Argentina,South America
-34.17740252,-66.96243538,160.png,AR,Argentina,South America
56.69404398,21.26261361,161.png,LV,Latvia,Europe
43.31875721,143.3826911,162.png,JP,Japan,Asia
-31.44640996,-64.12760933,163.png,AR,Argentina,South America
21.04336299,-101.342706,164.png,MX,Mexico,North America
-21.48183238,146.748875,165.png,AU,Australia,Oceania
-29.32061861,-63.81934913,166.png,AR,Argentina,South America
-7.563978179,-49.70098287,167.png,BR,Brazil,South America
42.8826004,140.7783046,168.png,JP,Japan,Asia
-10.56618866,-63.62900751,169.png,BR,Brazil,South America
7.379457028,7.622734386,170.png,NG,Nigeria,Africa
37.79301954,14.29836988,171.png,IT,Italy,Europe
-23.85353073,-63.28517102,172.png,AR,Argentina,South America
48.55965224,102.1184548,173.png,MN,Mongolia,Asia
-28.03707441,28.21447163,174.png,ZA,South Africa,Africa
-3.1201026,-60.0265781,175.png,BR,Brazil,South America
15.49457982,103.5717052,176.png,TH,Thailand,Asia
45.80861042,11.67696438,177.png,IT,Italy,Europe
42.91345211,132.8070358,178.png,RU,Russian Federation,Europe
-5.318964202,-41.58097757,179.png,BR,Brazil,South America
40.68550642,21.81782167,180.png,GR,Greece,Europe
47.9264433,22.06537697,181.png,HU,Hungary,Europe
-17.22578914,-62.55544152,182.png,BO,"Bolivia, Plurinational State of",South America
19.74466974,-89.15973035,183.png,MX,Mexico,North America
56.72669893,9.577344033,184.png,DK,Denmark,Europe
-19.11565075,-47.6946785,185.png,BR,Brazil,South America
67.00750783,56.92086728,186.png,RU,Russian Federation,Europe
-22.13746885,-56.64544974,187.png,BR,Brazil,South America
-28.71205743,25.79856712,188.png,ZA,South Africa,Africa
19.05084184,83.63782907,189.png,IN,India,Asia
54.0367923,122.3477466,190.png,RU,Russian Federation,Europe
-27.04862554,-50.64093914,191.png,BR,Brazil,South America
-31.22829871,138.4050985,192.png,AU,Australia,Oceania
-38.21955946,-64.07052968,193.png,AR,Argentina,South America
41.65990561,75.01379833,194.png,KG,Kyrgyzstan,Asia
-35.16724995,-66.57061974,195.png,AR,Argentina,South America
49.77551294,17.18817128,196.png,CZ,Czechia,Europe
57.30883863,-5.414668908,197.png,GB,United Kingdom,Europe
-19.85212582,142.840926,198.png,AU,Australia,Oceania
-20.10737137,-53.81223519,199.png,BR,Brazil,South America
-18.50365452,133.8747551,200.png,AU,Australia,Oceania
56.96388667,35.01654665,201.png,RU,Russian Federation,Europe
51.16969407,17.07387449,202.png,PL,Poland,Europe
6.26341313,81.0695048,203.png,LK,Sri Lanka,Asia
-32.37850856,148.9661708,204.png,AU,Australia,Oceania
-30.96374472,19.37841716,205.png,ZA,South Africa,Africa
-23.69941374,139.6418302,206.png,AU,Australia,Oceania
37.50918916,38.22114226,207.png,TR,Turkey,Asia
-36.82531411,-60.36699088,208.png,AR,Argentina,South America
-5.906991769,-44.07113565,209.png,BR,Brazil,South America
13.08066041,5.266562403,210.png,NG,Nigeria,Africa
40.78426829,22.47121317,211.png,GR,Greece,Europe
54.32064575,44.38127492,212.png,RU,Russian Federation,Europe
-7.000584028,112.1287237,213.png,ID,Indonesia,Asia
-15.91979708,-51.40767363,214.png,BR,Brazil,South America
40.64434599,34.90338246,215.png,TR,Turkey,Asia
-31.85459318,-56.50527294,216.png,UY,Uruguay,South America
50.77677725,99.52815454,217.png,MN,Mongolia,Asia
-15.26601144,-40.5992374,218.png,BR,Brazil,South America
43.36302882,132.2458525,219.png,RU,Russian Federation,Europe
-29.43033313,-56.68831675,220.png,AR,Argentina,South America
-28.52178692,117.8058408,221.png,AU,Australia,Oceania
46.58814744,106.5450657,222.png,MN,Mongolia,Asia
-17.41773951,-47.28391556,223.png,BR,Brazil,South America
-7.811990749,-63.18604325,224.png,BR,Brazil,South America
48.245508,17.92272062,225.png,SK,Slovakia,Europe
-2.758481145,-43.32910971,226.png,BR,Brazil,South America
62.47676786,149.7320448,227.png,RU,Russian Federation,Europe
-30.8805608,20.43974922,228.png,ZA,South Africa,Africa
-4.17203237,-46.1326418,229.png,BR,Brazil,South America
55.09909558,68.1881522,230.png,RU,Russian Federation,Europe
-30.45108257,145.3468592,231.png,AU,Australia,Oceania
-14.54216774,-56.23251665,232.png,BR,Brazil,South America
23.32311413,77.26877587,233.png,IN,India,Asia
-33.27518733,-64.84741087,234.png,AR,Argentina,South America
-12.81410424,-49.89632033,235.png,BR,Brazil,South America
-23.61478294,147.619922,236.png,AU,Australia,Oceania
-30.92465725,-69.42423583,237.png,AR,Argentina,South America
-30.85345956,21.85213066,238.png,ZA,South Africa,Africa
-23.70268781,-46.24043779,239.png,BR,Brazil,South America
0.781174855,36.01642378,240.png,KE,Kenya,Africa
20.93513979,-104.5718188,241.png,MX,Mexico,North America
-18.0768283,-51.03766713,242.png,BR,Brazil,South America
20.17765378,-102.2439546,243.png,MX,Mexico,North America
24.68014886,-103.2541844,244.png,MX,Mexico,North America
-22.9091247,22.11392646,245.png,BW,Botswana,Africa
38.44341279,27.31904002,246.png,TR,Turkey,Asia
9.227082799,5.635448923,247.png,NG,Nigeria,Africa
-2.113850988,37.32733291,248.png,KE,Kenya,Africa
-27.79883739,-50.86263301,249.png,BR,Brazil,South America
-12.24833639,-56.41941138,250.png,BR,Brazil,South America
16.49810204,-14.54946393,251.png,SN,Senegal,Africa
-8.142069812,-70.28875118,252.png,BR,Brazil,South America
46.03472552,17.68366971,253.png,HU,Hungary,Europe
-30.31559911,135.2932345,254.png,AU,Australia,Oceania
28.39256783,-106.9916033,255.png,MX,Mexico,North America
-6.105986521,-41.78471038,256.png,BR,Brazil,South America
-17.8110555,-63.1785372,257.png,BO,"Bolivia, Plurinational State of",South America
-5.300176122,-41.16164097,258.png,BR,Brazil,South America
12.633353,8.424316368,259.png,NG,Nigeria,Africa
-22.09334504,133.4247502,260.png,AU,Australia,Oceania
62.39332598,30.74040346,261.png,FI,Finland,Europe
50.92458679,23.9969708,262.png,PL,Poland,Europe
-31.90783692,-56.70952229,263.png,UY,Uruguay,South America
47.39232463,17.0187844,264.png,HU,Hungary,Europe
23.02779669,77.50686386,265.png,IN,India,Asia
-15.62515158,-58.79423215,266.png,BR,Brazil,South America
-21.98729064,142.6988012,267.png,AU,Australia,Oceania
18.51915518,98.77238509,268.png,TH,Thailand,Asia
14.42955385,-3.324885623,269.png,ML,Mali,Africa
-26.46503194,119.3953351,270.png,AU,Australia,Oceania
-7.567148834,-72.99188004,271.png,BR,Brazil,South America
-40.12884333,-66.02546209,272.png,AR,Argentina,South America
-17.74375049,123.5836312,273.png,AU,Australia,Oceania
-51.90749257,-71.40447059,274.png,AR,Argentina,South America
62.58983503,26.33311251,275.png,FI,Finland,Europe
-5.263186284,-36.66204746,276.png,BR,Brazil,South America
18.03604966,-89.06760665,277.png,BZ,Belize,North America
-7.216017385,-39.12044548,278.png,BR,Brazil,South America
-16.3119538,-46.51299498,279.png,BR,Brazil,South America
-33.99864712,-60.21801208,280.png,AR,Argentina,South America
39.12547661,42.18766474,281.png,TR,Turkey,Asia
46.85142859,112.3312244,282.png,MN,Mongolia,Asia
0.277860404,34.69879359,283.png,KE,Kenya,Africa
-33.74259564,-54.8510864,284.png,UY,Uruguay,South America
59.66119591,18.34235109,285.png,SE,Sweden,Europe
-28.22750409,121.0851272,286.png,AU,Australia,Oceania
31.31574437,-108.7560052,287.png,US,United States,North America
-15.99759326,142.4981177,288.png,AU,Australia,Oceania
27.81136921,-104.7948858,289.png,MX,Mexico,North America
-15.95085808,128.4208271,290.png,AU,Australia,Oceania
-18.88741977,-50.16093597,291.png,BR,Brazil,South America
-41.71866502,-66.31220357,292.png,AR,Argentina,South America
49.45565326,99.98248295,293.png,MN,Mongolia,Asia
-7.686815157,-72.97707071,294.png,BR,Brazil,South America
48.38266651,30.35424375,295.png,UA,Ukraine,Europe
50.36664778,34.34844627,296.png,UA,Ukraine,Europe
-31.86778377,-57.1684963,297.png,UY,Uruguay,South America
-41.87043996,-66.94089287,298.png,AR,Argentina,South America
17.39979473,76.16341769,299.png,IN,India,Asia
-39.97927863,-64.84160962,300.png,AR,Argentina,South America
14.69382841,-15.64987483,301.png,SN,Senegal,Africa
28.21711814,-104.5792527,302.png,MX,Mexico,North America
-40.13021014,-64.38444956,303.png,AR,Argentina,South America
10.3134576,10.55913801,304.png,NG,Nigeria,Africa
-28.44528225,152.2339708,305.png,AU,Australia,Oceania
-36.09441483,142.8872767,306.png,AU,Australia,Oceania
-26.73123036,20.63285469,307.png,ZA,South Africa,Africa
64.20621108,41.57611034,308.png,RU,Russian Federation,Europe
-13.55702552,-45.13166841,309.png,BR,Brazil,South America
47.1035054,47.78643424,310.png,RU,Russian Federation,Europe
-21.82104699,28.82309995,311.png,BW,Botswana,Africa
-22.25368811,-63.36672129,312.png,BO,"Bolivia, Plurinational State of",South America
-4.747364096,-49.06627238,313.png,BR,Brazil,South America
6.927928268,-2.364829397,314.png,GH,Ghana,Africa
9.011309,-2.476844187,315.png,CI,Côte d'Ivoire,Africa
16.83397249,-92.88093667,316.png,MX,Mexico,North America
44.84564322,23.8096894,317.png,RO,Romania,Europe
-29.85862786,135.1230175,318.png,AU,Australia,Oceania
-10.83155981,-65.24296509,319.png,BR,Brazil,South America
-54.856301,-68.5848333,320.png,AR,Argentina,South America
41.08955895,14.38462064,321.png,IT,Italy,Europe
45.36263863,16.43056325,322.png,HR,Croatia,Europe
-5.567313022,-42.6027844,323.png,BR,Brazil,South America
40.76997636,-2.999794392,324.png,ES,Spain,Europe
-36.93115,149.1325778,325.png,AU,Australia,Oceania
-31.68638791,-66.01649323,326.png,AR,Argentina,South America
10.70872028,-2.365003863,327.png,BF,Burkina Faso,Africa
7.221820038,7.501016082,328.png,NG,Nigeria,Africa
68.69299997,30.23367432,329.png,RU,Russian Federation,Europe
46.54827448,16.72463423,330.png,HU,Hungary,Europe
4.228645916,-60.99541068,331.png,VE,"Venezuela, Bolivarian Republic of",South America
42.03005361,25.52485818,332.png,BG,Bulgaria,Europe
0.852370915,-59.61557811,333.png,BR,Brazil,South America
-38.13541907,146.0526625,334.png,AU,Australia,Oceania
-12.73992362,131.464882,335.png,AU,Australia,Oceania
-8.698628933,118.6469957,336.png,ID,Indonesia,Asia
-30.675675,-69.45364048,337.png,AR,Argentina,South America
-1.550734405,-45.05696829,338.png,BR,Brazil,South America
0.89757796,35.31461571,339.png,KE,Kenya,Africa
46.44836822,94.12885814,340.png,MN,Mongolia,Asia
6.938915682,100.6841953,341.png,TH,Thailand,Asia
-28.10522702,-59.99881524,342.png,AR,Argentina,South America
51.52035946,15.50102297,343.png,PL,Poland,Europe
-17.33262053,-62.89697957,344.png,BO,"Bolivia, Plurinational State of",South America
-12.56323094,-58.01686027,345.png,BR,Brazil,South America
39.83981443,29.22194862,346.png,TR,Turkey,Asia
30.30534017,-110.6684397,347.png,MX,Mexico,North America
-19.68840361,-49.17636432,348.png,BR,Brazil,South America
-21.19767737,24.7982869,349.png,BW,Botswana,Africa
-29.50972607,-68.43345071,350.png,AR,Argentina,South America
63.59887464,146.4059083,351.png,RU,Russian Federation,Europe
56.64471356,10.06071668,352.png,DK,Denmark,Europe
21.83581205,76.48355662,353.png,IN,India,Asia
49.78740563,95.03399303,354.png,RU,Russian Federation,Europe
-43.97802232,-70.37103066,355.png,AR,Argentina,South America
53.74138618,125.0966284,356.png,RU,Russian Federation,Europe
51.44249818,142.7480705,357.png,RU,Russian Federation,Europe
-40.57029022,-66.48066398,358.png,AR,Argentina,South America
-37.74099473,141.3173159,359.png,AU,Australia,Oceania
-27.31828471,133.6246173,360.png,AU,Australia,Oceania
66.5753964,-53.49867352,361.png,GL,Greenland,North America
49.11630971,14.62300017,362.png,CZ,Czechia,Europe
-22.59420623,136.7290256,363.png,AU,Australia,Oceania
-37.56951436,-69.07283439,364.png,AR,Argentina,South America
18.25830096,80.29510771,365.png,IN,India,Asia
-33.52487705,141.7171154,366.png,AU,Australia,Oceania
43.71820518,23.94570541,367.png,BG,Bulgaria,Europe
12.58349028,8.471082938,368.png,NG,Nigeria,Africa
-49.73586418,-72.33805737,369.png,AR,Argentina,South America
-23.85409195,21.1295789,370.png,BW,Botswana,Africa
-23.27141687,-55.18076894,371.png,PY,Paraguay,South America
54.07175036,22.48464603,372.png,PL,Poland,Europe
36.90960628,34.8873172,373.png,TR,Turkey,Asia
9.121942671,-1.27466573,374.png,GH,Ghana,Africa
15.97371129,75.70414678,375.png,IN,India,Asia
-32.34896678,124.8461114,376.png,AU,Australia,Oceania
6.884114538,3.104744481,377.png,NG,Nigeria,Africa
-33.29798404,-57.2085428,378.png,UY,Uruguay,South America
51.16585836,58.62662119,379.png,RU,Russian Federation,Europe
-15.13980066,-53.53034954,380.png,BR,Brazil,South America
50.04415295,29.87092205,381.png,UA,Ukraine,Europe
42.97877246,26.86698146,382.png,BG,Bulgaria,Europe
2.28798475,-59.83827864,383.png,BR,Brazil,South America
46.04941681,20.10731275,384.png,RS,Serbia,Europe
60.8066556,64.81210738,385.png,RU,Russian Federation,Europe
1.410316962,-78.58416978,386.png,EC,Ecuador,South America
-29.24748952,-65.42269468,387.png,AR,Argentina,South America
-25.61625063,150.2299671,388.png,AU,Australia,Oceania
-21.02226273,116.3168847,389.png,AU,Australia,Oceania
-21.81497816,43.29511834,390.png,MG,Madagascar,Africa
-26.83037652,118.3702348,391.png,AU,Australia,Oceania
-27.24865397,-52.59568654,392.png,BR,Brazil,South America
-21.71159394,-44.45073482,393.png,BR,Brazil,South America
-26.46910172,119.4528183,394.png,AU,Australia,Oceania
-33.26729094,-54.42964783,395.png,UY,Uruguay,South America
-37.12188978,-62.05322771,396.png,AR,Argentina,South America
53.42439698,20.33490037,397.png,PL,Poland,Europe
-33.07823914,-69.27611868,398.png,AR,Argentina,South America
63.99712282,145.4021257,399.png,RU,Russian Federation,Europe
-33.06953247,-57.23935961,400.png,UY,Uruguay,South America
8.253359726,80.64190574,401.png,LK,Sri Lanka,Asia
54.90389663,24.39116714,402.png,LT,Lithuania,Europe
-5.022601496,-44.99326398,403.png,BR,Brazil,South America
-20.63393527,22.32271408,404.png,BW,Botswana,Africa
22.59263162,120.6800671,405.png,TW,"Taiwan, Province of China",Asia
61.6506732,74.36773634,406.png,RU,Russian Federation,Europe
-34.5190866,142.8731176,407.png,AU,Australia,Oceania
67.48385986,27.89402311,408.png,FI,Finland,Europe
51.53833405,18.91362325,409.png,PL,Poland,Europe
45.06734865,9.777658923,410.png,IT,Italy,Europe
12.24852448,79.21153441,411.png,IN,India,Asia
-13.78365687,-57.03629325,412.png,BR,Brazil,South America
-30.4256181,29.14123614,413.png,ZA,South Africa,Africa
-3.176713909,39.68468182,414.png,KE,Kenya,Africa
-17.35180436,-54.75811229,415.png,BR,Brazil,South America
46.84516053,112.3751811,416.png,MN,Mongolia,Asia
-1.664978096,114.5994169,417.png,ID,Indonesia,Asia
38.8538954,39.822788,418.png,TR,Turkey,Asia
48.70561557,15.60456374,419.png,AT,Austria,Europe
-10.60618508,-58.59997842,420.png,BR,Brazil,South America
26.87952241,-99.83044901,421.png,MX,Mexico,North America
39.85857831,22.17367492,422.png,GR,Greece,Europe
12.6854685,121.3416512,423.png,PH,Philippines,Asia
10.19136931,11.114652,424.png,NG,Nigeria,Africa
66.55117975,26.17731874,425.png,FI,Finland,Europe
10.02056113,8.936191319,426.png,NG,Nigeria,Africa
-34.91862974,148.1617116,427.png,AU,Australia,Oceania
22.79261057,74.47363237,428.png,IN,India,Asia
-16.38462928,143.073459,429.png,AU,Australia,Oceania
-15.08976796,-47.31410122,430.png,BR,Brazil,South America
61.74902839,54.91590959,431.png,RU,Russian Federation,Europe
43.64136785,43.84933169,432.png,RU,Russian Federation,Europe
2.285476805,-59.83912108,433.png,BR,Brazil,South America
-12.73992362,131.464882,434.png,AU,Australia,Oceania
-28.03716186,31.58033399,435.png,ZA,South Africa,Africa
-28.28720829,-62.0828192,436.png,AR,Argentina,South America
-16.61371042,135.8676386,437.png,AU,Australia,Oceania
19.6784308,-87.86768396,438.png,MX,Mexico,North America
15.54586065,77.52755036,439.png,IN,India,Asia
-8.807377356,-49.68672082,440.png,BR,Brazil,South America
61.81284799,129.8472386,441.png,RU,Russian Federation,Europe
-22.09973034,-53.48702637,442.png,BR,Brazil,South America
12.68635546,-14.93854548,443.png,SN,Senegal,Africa
22.89140165,92.05834448,444.png,BD,Bangladesh,Asia
47.94294612,37.55742189,445.png,UA,Ukraine,Europe
-17.42378595,-69.52602769,446.png,PE,Peru,South America
-12.70250884,142.3658725,447.png,AU,Australia,Oceania
-23.133259,119.2472208,448.png,AU,Australia,Oceania
-26.5906833,120.2260383,449.png,AU,Australia,Oceania
-31.02301484,-67.29615897,450.png,AR,Argentina,South America
68.14580067,25.71141717,451.png,FI,Finland,Europe
38.28663998,41.98939496,452.png,TR,Turkey,Asia
47.89546347,18.32008729,453.png,SK,Slovakia,Europe
9.337165632,5.225381681,454.png,NG,Nigeria,Africa
45.94698923,115.7321578,455.png,MN,Mongolia,Asia
45.51961206,18.24522349,456.png,HR,Croatia,Europe
69.09894915,27.64156535,457.png,FI,Finland,Europe
-44.55228465,-67.43775672,458.png,AR,Argentina,South America
10.64508963,4.895889284,459.png,NG,Nigeria,Africa
8.837486674,7.979396762,460.png,NG,Nigeria,Africa
24.90011369,-103.2140033,461.png,MX,Mexico,North America
-4.610794243,-56.32906965,462.png,BR,Brazil,South America
-9.859589569,-40.08454318,463.png,BR,Brazil,South America
-41.64173191,-68.26687532,464.png,AR,Argentina,South America
14.83858861,104.8139416,465.png,TH,Thailand,Asia
-33.63921728,115.4505225,466.png,AU,Australia,Oceania
14.10008364,106.3389359,467.png,LA,Lao People's Democratic Republic,Asia
38.28474038,33.73250162,468.png,TR,Turkey,Asia
66.58455502,25.61667541,469.png,FI,Finland,Europe
4.416246258,-76.05933057,470.png,CO,Colombia,South America
-0.571056966,-80.17708409,471.png,EC,Ecuador,South America
-26.53480018,150.6401893,472.png,AU,Australia,Oceania
-31.81318635,128.3445708,473.png,AU,Australia,Oceania
58.29687613,16.49495732,474.png,SE,Sweden,Europe
26.57808255,-102.4241993,475.png,MX,Mexico,North America
-4.358799924,-46.24598293,476.png,BR,Brazil,South America
-0.338471161,117.3222984,477.png,ID,Indonesia,Asia
-4.881515655,-43.1966975,478.png,BR,Brazil,South America
26.5327042,-99.99804683,479.png,MX,Mexico,North America
-35.69628206,146.5158646,480.png,AU,Australia,Oceania
52.506695,111.536138,481.png,RU,Russian Federation,Europe
-12.43481631,-42.34636577,482.png,BR,Brazil,South America
-14.95442147,-41.03454177,483.png,BR,Brazil,South America
