<<<<<<< HEAD
﻿Image Name,Analysis Result
roi_1011_0.jpeg,"[""Sky"", ""Road"", ""Roadmark"", ""Vegetation"", ""Soil"", ""Bush""]
"
roi_1011_1.jpeg,"[""Nothing""]
"
roi_1011_2.jpeg,"[""Sky""]"
roi_10127_0.jpeg,"[""Vegetation"", ""Body of water""]
"
roi_10127_1.jpeg,"[""Tree"", ""Vegetation"", ""Building"", ""Fence""]
"
roi_10127_2.jpeg,"[""Vegetation""]
"
roi_10140_0.jpeg,"[""Nothing""]
"
roi_10140_1.jpeg,"[""Car"", ""Vehicle"", ""Sign"", ""Bicycle"", ""Person""]
"
roi_10144_0.jpeg,"[""Nothing""]
"
roi_10144_1.jpeg,"[""Car"", ""Vehicle"", ""Bush"", ""Vegetation""]
"
roi_10149_0.jpeg,"[""Nothing""]
"
roi_10149_1.jpeg,"[""House"", ""Building"", ""Fence"", ""Vegetation"", ""Bush""]
"
roi_10149_2.jpeg,"[""Nothing""]
"
roi_1014_0.jpeg,"[""Nothing""]
"
roi_1014_1.jpeg,"[""Nothing""]
"
roi_1014_2.jpeg,"[""Road"", ""Vegetation"", ""Bush""]
"
roi_1014_3.jpeg,"[""Nothing""]
"
roi_1014_4.jpeg,"[""Tree"", ""Vegetation""]
"
roi_10156_0.jpeg,"[""Nothing""]
"
roi_10156_1.jpeg,"[""Vehicle"", ""Shadow of a car""]
"
roi_10156_2.jpeg,"[""Vegetation""]
"
roi_10156_3.jpeg,"[""Road"", ""Fence"", ""Text"", ""Building"", ""House"", ""Vegetation"", ""Bush"", ""Car"", ""Pole"", ""Mailbox""]
"
roi_10157_0.jpeg,"[""Car"", ""Vehicle""]"
roi_10158_0.jpeg,"[""Fence"", ""Vegetation"", ""Pole""]
"
roi_10162_0.jpeg,"[""Nothing""]
"
roi_10162_1.jpeg,"```json
[""Road"", ""Roadmark"", ""Building"", ""Car"", ""Vehicle"", ""Vegetation"", ""Shadow of a car"", ""Pole"", ""Sky""]
```
"
roi_10164_0.jpeg,"[""Road"", ""Vegetation""]
"
roi_10166_0.jpeg,"[""Vegetation"", ""Bush""]
"
roi_10166_1.jpeg,"[""Sky"", ""Nothing""]
"
roi_10170_0.jpeg,"[""Fence"", ""Vegetation"", ""Bush"", ""Road"", ""Building"", ""House""]
"
roi_10170_1.jpeg,"[""Sky"", ""Road"", ""Roadmark"", ""Tree"", ""Building"", ""Car"", ""Vehicle"", ""Pole"", ""Powerline"", ""Sign"", ""Vegetation"", ""Bush"", ""People""]
"
roi_10173_0.jpeg,"[""Vegetation""]
"
roi_10173_1.jpeg,"[""Vegetation"", ""Bush"", ""Field""]
"
roi_10173_2.jpeg,"[""Sky"", ""Clouds""]
"
roi_10173_3.jpeg,"[""Sky"", ""Clouds""]
"
roi_10174_0.jpeg,"[""Sky"", ""Soil"", ""Vegetation""]
"
roi_10174_1.jpeg,"[""Nothing""]
"
roi_10174_2.jpeg,"[""Nothing""]
"
roi_10174_3.jpeg,"[""Vegetation"", ""Tree"", ""Fence"", ""Bush""]
"
roi_10174_4.jpeg,"[""Vegetation"", ""Bush""]
"
roi_10189_0.jpeg,"[""Nothing""]
"
roi_10189_1.jpeg,"[""Tree"", ""Vegetation"", ""House"", ""Road"", ""Car"", ""Vehicle""]
"
roi_10189_2.jpeg,"[""Tree"", ""Vegetation"", ""Soil"", ""Sky"", ""Bush""]
"
roi_10190_0.jpeg,"[""Nothing""]
"
roi_10190_1.jpeg,"[""Road"", ""Vegetation"", ""Soil""]"
roi_10190_2.jpeg,"[""Road"", ""Soil"", ""Vegetation"", ""Pole"", ""Bush""]
"
roi_10190_3.jpeg,"[""Soil"", ""Vegetation"", ""Bush""]
"
roi_10190_4.jpeg,"[""Nothing""]
"
roi_10192_0.jpeg,"[""Vegetation"", ""Fence"", ""Bush""]
"
roi_10192_1.jpeg,"[""Building"", ""House"", ""Tree"", ""Vegetation"", ""Sky"", ""Bush""]"
roi_10192_2.jpeg,"[""Vegetation""]
"
roi_10192_3.jpeg,"[""Nothing""]
"
roi_10192_4.jpeg,"[""Vegetation""]"
roi_10193_0.jpeg,"[""Road"", ""Soil""]
"
roi_10193_1.jpeg,"[""Road"", ""Soil"", ""Vegetation"", ""Bush""]
"
roi_10193_2.jpeg,"[""Sky""]"
roi_10194_0.jpeg,"[""Soil"", ""Vegetation"", ""Road"", ""Roadmark"", ""Shadow of a car""]
"
roi_10198_0.jpeg,"[""Fence"", ""Vegetation"", ""Soil""]
"
roi_101_0.jpeg,"[""Vegetation"", ""Soil""]
"
roi_10202_0.jpeg,"[""Nothing""]"
roi_10202_1.jpeg,"[""Vegetation""]
"
roi_10202_2.jpeg,"[""Sky"", ""Building"", ""Tree"", ""Vegetation""]
"
roi_10202_3.jpeg,"[""Sky"", ""Mountain""]
"
roi_10211_0.jpeg,"[""Vegetation""]
"
roi_10211_1.jpeg,"[""Vegetation"", ""Bush""]
"
roi_10211_2.jpeg,"[""Vegetation""]
"
roi_10211_3.jpeg,"[""Vegetation""]
"
roi_10211_4.jpeg,"[""Tree"", ""Vegetation""]
"
roi_10218_0.jpeg,"[""Sky""]
"
roi_10218_1.jpeg,"[""House"", ""Building"", ""Vegetation"", ""Fence""]
"
roi_10218_2.jpeg,"[""Sky"", ""Cloud""]
"
roi_10221_0.jpeg,"[""Body of water"", ""Vegetation"", ""Soil"", ""Person""]
"
roi_10221_1.jpeg,"[""House"", ""Vegetation"", ""Bush"", ""Sky"", ""Field""]
"
roi_10221_2.jpeg,"[""Sky"", ""Cloud""]
"
roi_10222_0.jpeg,"[""Road"", ""Soil"", ""Vegetation"", ""Bush"", ""Shadow of a car"", ""Car""]
"
roi_10222_1.jpeg,"[""Building"", ""House"", ""Road"", ""Vegetation"", ""Bush""]"
roi_10222_2.jpeg,"[""Sky"", ""Building""]
"
roi_10225_0.jpeg,"[""Building""]"
roi_10225_1.jpeg,"[""Sky"", ""Vegetation"", ""Tree"", ""Bush""]"
roi_10228_0.jpeg,"[""Building"", ""Text"", ""Vehicle""]
"
roi_10228_1.jpeg,"[""Text""]
"
roi_10228_2.jpeg,"[""Nothing""]
"
roi_10229_0.jpeg,"[""Vegetation"", ""Bush""]
"
roi_10229_1.jpeg,"[""Sky"", ""Tree"", ""Vegetation"", ""Field"", ""Bush""]"
roi_10238_0.jpeg,"[""Nothing""]
"
roi_10238_1.jpeg,"[""Car"", ""Road"", ""Vehicle""]"
roi_10238_2.jpeg,"[""Nothing""]
"
roi_10238_3.jpeg,"[""Nothing""]
"
roi_10238_4.jpeg,"[""Road"", ""Roadmark"", ""Vegetation"", ""Shadow of a car""]
"
roi_10238_5.jpeg,"[""Vegetation"", ""Nothing""]
"
roi_10239_0.jpeg,"[""Vegetation"", ""Tree"", ""Field"", ""Sky"", ""Soil""]
"
roi_10239_1.jpeg,"[""Sky"", ""Tree"", ""Vegetation"", ""Soil"", ""Bush""]
"
roi_10241_0.jpeg,"[""Soil""]
"
roi_10241_1.jpeg,"[""Nothing""]
"
roi_10241_2.jpeg,"[""Sky""]
"
roi_10242_0.jpeg,"[""Bush"", ""Vegetation""]
"
roi_10242_1.jpeg,"[""Vegetation""]
"
roi_10242_2.jpeg,"[""Vegetation"", ""Bush""]
"
roi_10242_3.jpeg,"[""Nothing""]
"
roi_10242_4.jpeg,"[""Vegetation"", ""Tree"", ""Bush""]
"
roi_10248_0.jpeg,"[""Vegetation""]
"
roi_10248_1.jpeg,"[""Vegetation"", ""Soil"", ""Wall"", ""Sky""]
"
roi_10248_2.jpeg,"[""Tree"", ""Vegetation"", ""Sky""]
"
roi_10248_3.jpeg,"[""Tree"", ""Vegetation""]
"
roi_10251_0.jpeg,"[""Vegetation"", ""Field""]
"
roi_10251_1.jpeg,"[""Nothing""]
"
roi_10253_0.jpeg,"[""Nothing""]
"
roi_10253_1.jpeg,"[""Building"", ""Person"", ""People"", ""Fence"", ""Vegetation"", ""Road"", ""Soil""]
"
roi_10253_2.jpeg,"[""Nothing""]"
roi_10257_0.jpeg,"[""Sky"", ""Field"", ""Tree"", ""Vegetation""]"
roi_10260_0.jpeg,"[""Vegetation"", ""Soil""]
"
roi_10262_0.jpeg,"[""Road"", ""Soil"", ""Vegetation"", ""Bush""]
"
roi_10262_1.jpeg,"[""Vegetation"", ""Bush"", ""Tree""]
"
roi_10264_0.jpeg,"[""Sky"", ""Vegetation"", ""Tree"", ""Body of water""]
"
roi_10264_1.jpeg,"[""Vegetation"", ""Sky""]
"
roi_10265_0.jpeg,"[""Building""]"
roi_10265_1.jpeg,"[""Tree"", ""Soil"", ""Vegetation"", ""Field""]
"
roi_10265_2.jpeg,"[""Sky""]
"
roi_10267_0.jpeg,"[""Sky"", ""Road"", ""Tree"", ""Vegetation"", ""Bush""]
"
roi_10267_1.jpeg,"[""Tree"", ""Vegetation"", ""Field"", ""Sky""]
"
roi_10278_0.jpeg,"[""Text""]
"
roi_10278_1.jpeg,"[""Road"", ""Soil"", ""Vegetation"", ""Bush""]
"
roi_10278_2.jpeg,"[""Vegetation""]
"
roi_10285_0.jpeg,"[""Road"", ""Roadmark"", ""Vegetation"", ""Field""]"
roi_10285_1.jpeg,"[""Nothing""]
"
roi_10285_2.jpeg,"[""Sky"", ""Mountain""]
"
roi_10286_0.jpeg,"[""Nothing""]
"
roi_10286_1.jpeg,"[""Vegetation""]
"
roi_10286_2.jpeg,"[""Nothing""]
"
roi_10286_3.jpeg,"[""Tree"", ""Vegetation""]
"
roi_10296_0.jpeg,"[""Text""]
"
roi_10296_1.jpeg,"[""Building"", ""House"", ""Road"", ""Soil"", ""Vegetation"", ""Bush"", ""Tree""]
"
roi_10296_2.jpeg,"[""Nothing""]
"
roi_10296_3.jpeg,"[""Sky"", ""Mountain""]
"
roi_1029_0.jpeg,"[""Nothing""]
"
roi_1029_1.jpeg,"[""Soil"", ""Tree"", ""Vegetation""]
"
roi_102_0.jpeg,"[""Tree"", ""Vegetation"", ""Soil"", ""Road"", ""Bush""]
"
roi_10305_0.jpeg,"[""Sky""]
"
roi_10323_0.jpeg,"[""Sky"", ""Building"", ""House"", ""Pole"", ""Fence"", ""Vegetation"", ""Soil"", ""People""]
"
roi_10330_0.jpeg,"[""Nothing""]
"
roi_10330_1.jpeg,"[""Nothing""]
"
roi_10330_2.jpeg,"[""Road"", ""Roadmark"", ""Soil"", ""Building"", ""Fence"", ""Vegetation"", ""Bush""]
"
roi_10330_3.jpeg,"[""Building"", ""House"", ""Pole"", ""Fence"", ""Vegetation""]
"
roi_10330_4.jpeg,"[""Sky"", ""Building""]
"
roi_10335_0.jpeg,"[""Soil"", ""Vegetation"", ""Text""]
"
roi_10335_1.jpeg,"[""Building"", ""House""]
"
roi_10335_2.jpeg,"[""Nothing""]
"
roi_10336_0.jpeg,"[""Nothing""]
"
roi_10336_1.jpeg,"[""Vegetation"", ""Soil"", ""Roadmark""]
"
roi_10336_2.jpeg,"[""Pole"", ""Vegetation"", ""Tree"", ""Bush"", ""Fence""]
"
roi_10347_0.jpeg,"[""Nothing""]
"
roi_10347_1.jpeg,"[""Nothing""]
"
roi_10347_2.jpeg,"[""Nothing""]
"
roi_10348_0.jpeg,"[""Vegetation"", ""Soil""]
"
roi_10348_1.jpeg,"[""Tree"", ""Vegetation"", ""Pole"", ""Road"", ""Fence""]"
roi_10348_2.jpeg,"[""Vegetation"", ""Tree"", ""Bush""]
"
roi_10348_3.jpeg,"[""Nothing""]
"
roi_10352_0.jpeg,"[""Fence"", ""Vegetation"", ""Tree"", ""Bush""]"
roi_10364_0.jpeg,"[""Soil"", ""Vegetation"", ""Text""]
"
roi_10364_1.jpeg,"[""Nothing""]
"
roi_10364_2.jpeg,"[""Vegetation""]
"
roi_10364_3.jpeg,"['Sky', 'Mountain', 'Field', 'Vegetation']
"
roi_10364_4.jpeg,"[""Sky"", ""Building"", ""Field"", ""Vegetation"", ""Soil""]
"
roi_10364_5.jpeg,"[""Sky"", ""Clouds""]
"
roi_10365_0.jpeg,"[""Soil"", ""Vegetation""]
"
roi_10365_1.jpeg,"[""Fence"", ""Wall"", ""Soil""]
"
roi_10365_2.jpeg,"[""Sky"", ""Building"", ""House"", ""Pole"", ""Powerline"", ""Road"", ""Vegetation"", ""Bush"", ""Fence""]
"
roi_10367_0.jpeg,"[""Nothing""]
"
roi_10367_1.jpeg,"[""Building"", ""Tree"", ""Fence"", ""Vegetation""]"
roi_10369_0.jpeg,"[""Road"", ""Roadmark"", ""Vegetation"", ""Fence"", ""Pole""]
"
roi_10369_1.jpeg,"```json
[""Road"", ""Vegetation"", ""Building"", ""Pole"", ""Mountain"", ""Sky"", ""Fence"", ""Bush""]
```
"
roi_10369_2.jpeg,"[""Sky"", ""Powerline""]
"
roi_1036_0.jpeg,"[""Road"", ""Roadmark"", ""Soil"", ""Vegetation"", ""Sky"", ""Bush""]
"
roi_10375_0.jpeg,"[""Vegetation"", ""Body of water""]
"
roi_10375_1.jpeg,"[""Vegetation"", ""Bush""]
"
roi_10375_2.jpeg,"[""Vegetation""]"
roi_10375_3.jpeg,"[""Fence"", ""Vegetation"", ""Soil""]
"
roi_10378_0.jpeg,"[""Vegetation"", ""Soil""]
"
roi_10378_1.jpeg,"[""Vegetation""]
"
roi_1037_0.jpeg,"[""Soil"", ""Vegetation""]
"
roi_1037_1.jpeg,"[""Vegetation"", ""Soil""]
"
roi_1037_2.jpeg,"[""Sky"", ""Powerline"", ""Pole"", ""Clouds""]
"
roi_10385_0.jpeg,"[""Building"", ""House"", ""Vegetation"", ""Bush""]
"
roi_10385_1.jpeg,"[""Pole"", ""Soil"", ""Shadow of a car"", ""Building"", ""Vegetation"", ""House""]
"
roi_10385_2.jpeg,"[""Sky""]"
roi_10387_0.jpeg,"[""Vegetation"", ""Bush""]
"
roi_10387_1.jpeg,"[""Nothing""]
"
roi_10387_2.jpeg,"[""Pole"", ""Powerline"", ""Sky"", ""Mountain"", ""Vegetation"", ""Field""]
"
roi_10388_0.jpeg,"[""Nothing""]
"
roi_10388_1.jpeg,"[""Nothing""]
"
roi_10388_2.jpeg,"[""Building"", ""Window"", ""Light fixture""]
"
roi_10395_0.jpeg,"[""Soil"", ""Vegetation"", ""Shadow""]
"
roi_10395_1.jpeg,"[""Building"", ""Vegetation"", ""Soil""]
"
roi_103_0.jpeg,"[""Text""]
"
roi_103_1.jpeg,"[""Nothing""]"
roi_103_2.jpeg,"[""Road"", ""Soil"", ""Vegetation"", ""Bush""]
"
roi_103_3.jpeg,"[""Sky"", ""Road"", ""Roadmark"", ""Soil"", ""Tree"", ""Vegetation"", ""Bush""]
"
roi_103_4.jpeg,"[""Nothing""]"
roi_10401_0.jpeg,"[""Nothing""]
"
roi_10401_1.jpeg,"[""Sky"", ""Vegetation"", ""Field"", ""Mountain""]"
roi_10401_2.jpeg,"[""Sky"", ""Vegetation"", ""Field"", ""Mountain""]
"
roi_10401_3.jpeg,"[""Sky"", ""Mountain""]
"
roi_10404_0.jpeg,"[""Building"", ""Soil"", ""Road"", ""Shadow of a car"", ""Vegetation"", ""Bush""]
"
roi_10409_0.jpeg,"[""Nothing""]
"
roi_10409_1.jpeg,"[""Road"", ""Pole"", ""Vegetation"", ""Building"", ""Sky"", ""House""]"
roi_10409_2.jpeg,"[""Nothing""]
"
roi_10417_0.jpeg,"[""Nothing""]
"
roi_10417_1.jpeg,"[""Mountain"", ""Vegetation""]
"
roi_10417_2.jpeg,"[""Nothing""]
"
roi_1041_0.jpeg,"[""Road"", ""Tree"", ""Vegetation"", ""Soil"", ""Shadow of a car""]
"
roi_10421_0.jpeg,"[""Building"", ""Tree"", ""Fence"", ""Vegetation"", ""Bush""]"
roi_10425_0.jpeg,"[""Nothing""]
"
roi_10425_1.jpeg,"[""Nothing""]"
roi_10425_2.jpeg,"[""Field"", ""Vegetation"", ""Sky"", ""Building"", ""Mountain""]
"
roi_10425_3.jpeg,"[""Sky""]
"
roi_10428_0.jpeg,"[""Vegetation"", ""Bush""]
"
roi_10428_1.jpeg,"[""Sky"", ""Vegetation"", ""Bush"", ""Tree""]
"
roi_10434_0.jpeg,"[""Nothing""]
"
roi_10434_1.jpeg,"[""Nothing""]
"
roi_10434_2.jpeg,"[""Nothing""]
"
roi_10434_3.jpeg,"[""Tree"", ""Vegetation""]
"
roi_10434_4.jpeg,"[""Tree"", ""Vegetation""]
"
roi_10434_5.jpeg,"[""Sky"", ""Tree"", ""Vegetation""]
"
roi_10444_0.jpeg,"[""Sky""]
"
roi_10444_1.jpeg,"[""Sky"", ""Pole"", ""Tree"", ""Building"", ""House"", ""Fence"", ""Vegetation"", ""Field"", ""Mountain""]
"
roi_10454_0.jpeg,"[""Tree"", ""Vegetation"", ""Sky"", ""Mountain"", ""Bush""]
"
roi_10458_0.jpeg,"[""Vegetation"", ""Bush""]"
roi_10458_1.jpeg,"[""Building"", ""House"", ""Fence"", ""Road"", ""Roadmark"", ""Vegetation"", ""Bush"", ""Sign""]"
roi_10465_0.jpeg,"[""Nothing""]
"
roi_10465_1.jpeg,"[""Building"", ""Powerline"", ""Shadow""]"
roi_10467_0.jpeg,"[""Road"", ""Shadow of a car"", ""Building"", ""Soil""]
"
roi_10467_1.jpeg,"[""Building"", ""Vegetation""]
"
roi_10468_0.jpeg,"[""Building"", ""House"", ""Pole"", ""Vegetation"", ""Text""]"
roi_10472_0.jpeg,"[""Nothing""]
"
roi_10472_1.jpeg,"[""Building"", ""House"", ""Bicycle"", ""Road"", ""Roadmark"", ""Pole"", ""Vegetation"", ""Fence"", ""Person"", ""Text""]"
roi_10474_0.jpeg,"[""Nothing""]
"
roi_10474_1.jpeg,"[""Road"", ""Vegetation""]
"
roi_10474_2.jpeg,"[""Sky"", ""Road"", ""Building"", ""House"", ""Pole"", ""Tree"", ""Vegetation"", ""Bush"", ""Fence""]"
roi_10479_0.jpeg,"[""Road"", ""Vegetation"", ""Bush"", ""Tree"", ""Soil""]
"
roi_1047_0.jpeg,"[""Sky"", ""Tree"", ""Vegetation"", ""Bush"", ""Soil""]
"
roi_1047_1.jpeg,"[""Sky"", ""Tree"", ""Vegetation"", ""Field""]
"
roi_10480_0.jpeg,"[""Road"", ""Vegetation"", ""Fence"", ""Building"", ""Pole"", ""Shadow of a car""]
"
roi_10480_1.jpeg,"[""House"", ""Building"", ""Vegetation"", ""Road"", ""Tree"", ""Bush""]
"
roi_10482_0.jpeg,"[""Nothing""]
"
roi_10482_1.jpeg,"[""Sky"", ""Building"", ""House"", ""Powerline"", ""Fence""]"
roi_10490_0.jpeg,"[""Pole"", ""Vegetation"", ""Field"", ""Powerline"", ""Bush"", ""Soil""]
"
roi_10491_0.jpeg,"[""Vegetation""]
"
roi_10491_1.jpeg,"[""Vegetation"", ""Bush""]
"
roi_10491_2.jpeg,"[""Vegetation"", ""Bush""]
"
roi_10491_3.jpeg,"[""Tree"", ""Vegetation"", ""Bush""]
"
roi_10497_0.jpeg,"[""Nothing""]
"
roi_10497_1.jpeg,"[""Sky"", ""Road"", ""Soil""]
"
roi_10497_2.jpeg,"[""Road"", ""Fence"", ""Vegetation"", ""Bush"", ""Tree"", ""Car"", ""Vehicle"", ""Mountain"", ""Sky"", ""Pole"", ""Shadow of a car""]
"
roi_10497_3.jpeg,"[""Sky"", ""Mountain"", ""Tree"", ""Vegetation""]
"
roi_10501_0.jpeg,"[""Nothing""]"
roi_10501_1.jpeg,"[""Nothing""]
"
roi_10501_2.jpeg,"[""Tree"", ""Vegetation"", ""Fence"", ""Bush""]
"
roi_10502_0.jpeg,"[""Vegetation"", ""Bush""]"
roi_10502_1.jpeg,"[""Sky"", ""Nothing""]
"
roi_10505_0.jpeg,"[""Sky"", ""Road"", ""Soil"", ""Tree"", ""Powerline"", ""Field"", ""Vegetation""]"
roi_10505_1.jpeg,"[""Sky"", ""Mountain""]
"
roi_10511_0.jpeg,"[""Building"", ""House"", ""Fence"", ""Vegetation"", ""Bush""]
"
roi_10531_0.jpeg,"[""Vegetation"", ""Tree"", ""Body of water"", ""Soil"", ""Field""]"
roi_10536_0.jpeg,"[""Pole"", ""Vegetation"", ""Bush""]
"
roi_10537_0.jpeg,"[""Road"", ""Roadmark"", ""Soil"", ""Building"", ""House"", ""Tree"", ""Vegetation"", ""Field""]"
roi_10541_0.jpeg,"[""Road"", ""Roadmark"", ""Building"", ""Vegetation"", ""Bicycle"", ""Shadow"", ""Pole""]
"
roi_10541_1.jpeg,"[""Building"", ""Fence""]
"
roi_10541_2.jpeg,"[""Sky"", ""Powerline"", ""Building"", ""Vegetation""]
"
